challenge_id	master_id	public_id	pool	tier	tier_basis	total_length	in_draw	ms1190_status	ms1190_seq
ac-v1-02187	INTLB-b4-1727-0	ACP-043155	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-02188	AUTH-19_22-k1-2	ACP-027389	aut_hard	T5_moonshot	100k	19	true		
ac-v1-02189	MS-n4-wyxyXyyy	ACP-026954	ms_expanded	T5_moonshot	10k_final	19	false	open	557
ac-v1-02190	MS-n4-wXyxYY	ACP-032394	ms_expanded	T4_frontier	100k	17	true	open	137
ac-v1-02191	MS-n5-wYYXYYYxYYY	ACP-029374	ms_expanded	T1_easy	10k_final	24	true		
ac-v1-02192	INTLB-b3t-547-1	ACP-044323	interleaved_b	T1_easy	10k_final	26	true		
ac-v1-02193	MS-n5-wXXYYxYYxy	ACP-005331	ms_expanded	T4_frontier	100k	23	true		
ac-v1-02194	INTLB-b4-2759-0	ACP-039378	interleaved_b	T3_hard_solvable	100k	26	true		
ac-v1-02195	MS-n3-wXYYYxYXYxy	ACP-005556	ms_expanded	T1_easy	10k_final	20	true		
ac-v1-02196	MS-n4-wYXyxYYY	ACP-029350	ms_expanded	T4_frontier	100k	19	true	open	1075
ac-v1-02197	INTL-b4-181-0	ACP-031005	interleaved	T2_medium	100k	31	true		
ac-v1-02198	INTL-b2-175-1	ACP-009077	interleaved	T1_easy	10k_final	31	true		
ac-v1-02199	INTLB-b3t-627-1	ACP-039993	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-02200	INTLB-b3t-925-0	ACP-040519	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-02201	INTLB-b4-1472-1	ACP-039339	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-02202	INTLB-b3t-270-1	ACP-047063	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-02203	MS-n10-wXXYYxyxY	ACP-033600	ms_expanded	T4_frontier	100k	32	true		
ac-v1-02204	INTL-b4-108-0	ACP-032323	interleaved	T1_easy	10k_final	19	true		
ac-v1-02205	INTLB-b4-1998-1	ACP-041565	interleaved_b	T3_hard_solvable	100k	36	true		
ac-v1-02206	INTLB-b4-239-1	ACP-042742	interleaved_b	T2_medium	100k	28	true		
ac-v1-02207	MS-n10-wXXyxYxyy	ACP-018666	ms_expanded	T4_frontier	100k	32	true		
ac-v1-02208	MS-n6-wXXYYYxxy	ACP-027193	ms_expanded	T4_frontier	100k	24	true		
ac-v1-02209	INTL-b3-0-1	ACP-036136	interleaved	T1_easy	10k_final	19	true		
ac-v1-02210	INTLB-b4-1486-1	ACP-042245	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-02211	INTLB-b3t-394-0	ACP-042908	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-02212	MS-n7-wXXYYxyxY	ACP-027223	ms_expanded	T4_frontier	100k	26	true		
ac-v1-02213	INTLB-b3t-298-1	ACP-043539	interleaved_b	T1_easy	10k_final	26	true		
ac-v1-02214	MS-n2-wXYXYYxyxY	ACP-031447	ms_expanded	T1_easy	10k_final	17	true		
ac-v1-02215	INTLB-b3t-709-0	ACP-042148	interleaved_b	T1_easy	10k_final	23	true		
ac-v1-02216	MS-n2-wXYxxyXY	ACP-024145	ms_expanded	T5_moonshot	100k	15	false	open	835
ac-v1-02217	AUTH-15_6-k0-0	ACP-018632	aut_hard	T5_moonshot	100k	15	true		
ac-v1-02218	INTLB-b3t-422-1	ACP-045806	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-02219	INTL-b4-103-1	ACP-008106	interleaved	T2_medium	100k	21	true		
ac-v1-02220	INTLB-b4-1240-0	ACP-041156	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-02221	INTLB-b4-2202-0	ACP-041945	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-02222	INTLB-b4-1075-1	ACP-045714	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-02223	MS-n6-wYxyyXy	ACP-003190	ms_expanded	T4_frontier	100k	22	true	open	216
ac-v1-02224	INTLB-b4-1522-0	ACP-046519	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-02225	MS-n3-wXXYYxYYxy	ACP-032159	ms_expanded	T4_frontier	100k	19	true		
ac-v1-02226	INTLB-b3t-612-0	ACP-037863	interleaved_b	T1_easy	10k_final	26	true		
ac-v1-02227	AUTH-17_18-k1-2	ACP-023668	aut_hard	T5_moonshot	100k	17	true		
ac-v1-02228	INTLB-b4-777-0	ACP-044438	interleaved_b	T3_hard_solvable	100k	31	true		
ac-v1-02229	MS-n5-wXXyyyxxY	ACP-012352	ms_expanded	T4_frontier	100k	22	true		
ac-v1-02230	INTLB-b4-2435-0	ACP-041279	interleaved_b	T2_medium	100k	20	true		
ac-v1-02231	INTLB-b3t-638-1	ACP-039129	interleaved_b	T1_easy	10k_final	28	true		
ac-v1-02232	MS-n9-wYYXYxy	ACP-011082	ms_expanded	T4_frontier	100k	28	true		
ac-v1-02233	MS-n9-wXXXYxYYxxy	ACP-016120	ms_expanded	T4_frontier	100k	32	true		
ac-v1-02234	MS-n4-wXYxyy	ACP-028883	ms_expanded	T4_frontier	100k	17	true	open	88
ac-v1-02235	MS-n5-wYYXYxYYY	ACP-023622	ms_expanded	T1_easy	10k_final	22	true		
ac-v1-02236	MS-n7-wyXyxyyyy	ACP-009002	ms_expanded	T1_easy	10k_final	26	true		
ac-v1-02237	INTLB-b4-2851-1	ACP-041990	interleaved_b	T2_medium	100k	26	true		
ac-v1-02238	MS-n5-wXXXYxYYxxy	ACP-023139	ms_expanded	T4_frontier	100k	24	true		
ac-v1-02239	INTLB-b3t-265-1	ACP-042195	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-02240	INTLB-b3t-692-1	ACP-047049	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-02241	INTLB-b4-1747-1	ACP-037997	interleaved_b	T3_hard_solvable	100k	31	true		
ac-v1-02242	INTLB-b4-1226-1	ACP-039355	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-02243	INTLB-b4-1004-0	ACP-046486	interleaved_b	T1_easy	10k_final	34	true		
ac-v1-02244	MS-n7-wyXyyxY	ACP-000218	ms_expanded	T4_frontier	100k	24	true	open	273
ac-v1-02245	INTLB-b4-3186-1	ACP-040154	interleaved_b	T3_hard_solvable	100k	36	true		
ac-v1-02246	INTLB-b4-1781-0	ACP-038574	interleaved_b	T3_hard_solvable	100k	32	true		
ac-v1-02247	AUTH-16_9-k1-1	ACP-012178	aut_hard	T5_moonshot	100k	19	true		
ac-v1-02248	AUTH-21_8-k1-2	ACP-029947	aut_hard	T5_moonshot	100k	21	true		
ac-v1-02249	AUTH-17_3-k1-3	ACP-033142	aut_hard	T5_moonshot	100k	23	true		
ac-v1-02250	MS-n10-wXXYXyxxxY	ACP-006991	ms_expanded	T4_frontier	100k	33	true		
ac-v1-02251	INTLB-b3t-890-1	ACP-038993	interleaved_b	T1_easy	10k_final	28	true		
ac-v1-02252	INTLB-b3t-396-1	ACP-041668	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-02253	INTLB-b3t-519-0	ACP-040532	interleaved_b	T1_easy	10k_final	21	true		
ac-v1-02254	INTLB-b3t-184-0	ACP-047058	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-02255	MS-n3-wXyyxyyy	ACP-007686	ms_expanded	T5_moonshot	10k_final	17	false	open	654
ac-v1-02256	MS-n4-wXXyyyxxY	ACP-012268	ms_expanded	T4_frontier	100k	20	true		
ac-v1-02257	INTLB-b4-1109-0	ACP-044834	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-02258	INTLB-b4-600-0	ACP-040721	interleaved_b	T2_medium	100k	26	true		
ac-v1-02259	INTLB-b4-1941-0	ACP-045698	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-02260	MS-n9-wXXXYxYYxxY	ACP-014567	ms_expanded	T4_frontier	100k	32	true		
ac-v1-02261	INTLB-b4-2116-1	ACP-038682	interleaved_b	T3_hard_solvable	100k	29	true		
ac-v1-02262	INTLB-b4-1547-0	ACP-041382	interleaved_b	T1_easy	10k_final	22	true		
ac-v1-02263	INTLB-b4-2157-0	ACP-046760	interleaved_b	T3_hard_solvable	100k	33	true		
ac-v1-02264	INTLB-b4-1273-0	ACP-043584	interleaved_b	T1_easy	10k_final	28	true		
ac-v1-02265	INTLB-b4-546-1	ACP-039667	interleaved_b	T2_medium	100k	30	true		
ac-v1-02266	MS-n7-wXXyxyxy	ACP-018368	ms_expanded	T5_moonshot	100k	25	false	open	539
ac-v1-02267	INTLB-b3t-426-0	ACP-041978	interleaved_b	T2_medium	100k	25	true		
ac-v1-02268	MS-n10-wXyXyxxY	ACP-016176	ms_expanded	T4_frontier	100k	31	true		
ac-v1-02269	INTLB-b4-52-1	ACP-038409	interleaved_b	T3_hard_solvable	100k	29	true		
ac-v1-02270	MS-n9-wXXyxYYxY	ACP-018067	ms_expanded	T4_frontier	100k	30	true		
ac-v1-02271	MS-n6-wXYxxyXY	ACP-019699	ms_expanded	T5_moonshot	100k	23	false	open	839
ac-v1-02272	AUTH-19_43-k0-0	ACP-001280	aut_hard	T5_moonshot	100k	19	true		
ac-v1-02273	INTLB-b3t-419-1	ACP-044173	interleaved_b	T3_hard_solvable	100k	32	true		
ac-v1-02274	MS-n10-wXXXYxxxyy	ACP-021748	ms_expanded	T4_frontier	100k	33	true		
ac-v1-02275	INTLB-b4-1248-0	ACP-043719	interleaved_b	T1_easy	10k_final	24	true		
ac-v1-02276	INTLB-b4-2534-1	ACP-045491	interleaved_b	T3_hard_solvable	100k	28	true		
ac-v1-02277	INTLB-b3t-406-1	ACP-045165	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-02278	INTLB-b4-1817-1	ACP-041402	interleaved_b	T3_hard_solvable	100k	27	true		
ac-v1-02279	MS-n4-wXXYYxYYxy	ACP-035243	ms_expanded	T4_frontier	100k	21	true		
ac-v1-02280	INTLB-b3t-748-1	ACP-038879	interleaved_b	T2_medium	100k	35	true		
ac-v1-02281	MS-n7-wYxyXyy	ACP-037203	ms_expanded	T2_medium	100k	24	true	uncertified	301
ac-v1-02282	AUTH-16_5-k1-0	ACP-032424	aut_hard	T5_moonshot	100k	17	true		
ac-v1-02283	INTLB-b4-589-1	ACP-042930	interleaved_b	T3_hard_solvable	100k	34	true		
ac-v1-02284	INTLB-b3t-726-0	ACP-046064	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-02285	INTLB-b3t-381-1	ACP-039794	interleaved_b	T1_easy	10k_final	28	true		
ac-v1-02286	MS-n6-wXXXYxyxYxY	ACP-017032	ms_expanded	T4_frontier	100k	26	true		
ac-v1-02287	INTLB-b4-1514-0	ACP-043007	interleaved_b	T2_medium	100k	31	true		
ac-v1-02288	INTLB-b4-1068-1	ACP-046151	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-02289	INTL-b3-135-1	ACP-013320	interleaved	T1_easy	10k_final	31	true		
ac-v1-02290	AUTH-19_31-k12-0	ACP-021053	aut_hard	T5_moonshot	100k	34	true		
ac-v1-02291	MS-n7-wXYXyxxy	ACP-023549	ms_expanded	T5_moonshot	100k	25	false	open	1008
ac-v1-02292	MS-n2-wXXYxYYxy	ACP-032258	ms_expanded	T4_frontier	100k	16	true		
ac-v1-02293	MS-n2-wXXXYYYxxxY	ACP-007358	ms_expanded	T4_frontier	100k	18	true		
ac-v1-02294	INTLB-b4-1712-1	ACP-045732	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-02295	INTLB-b4-183-1	ACP-040537	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-02296	INTLB-b4-821-1	ACP-042138	interleaved_b	T2_medium	100k	25	true		
ac-v1-02297	INTLB-b4-3556-1	ACP-046317	interleaved_b	T2_medium	100k	31	true		
ac-v1-02298	MS-n6-wXXYYxxYY	ACP-008312	ms_expanded	T4_frontier	100k	24	true		
ac-v1-02299	AUTH-23_20-k1-0	ACP-010273	aut_hard	T5_moonshot	100k	23	true		
ac-v1-02300	INTLB-b4-1856-0	ACP-045283	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-02301	INTLB-b3t-830-0	ACP-044316	interleaved_b	T1_easy	10k_final	36	true		
ac-v1-02302	INTLB-b4-1095-0	ACP-040612	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-02303	INTLB-b4-2281-0	ACP-047064	interleaved_b	T3_hard_solvable	100k	31	true		
ac-v1-02304	INTL-b2-246-1	ACP-000346	interleaved	T1_easy	10k_final	35	true		
ac-v1-02305	INTLB-b4-1936-0	ACP-042988	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-02306	INTLB-b4-51-0	ACP-045338	interleaved_b	T3_hard_solvable	100k	33	true		
ac-v1-02307	MS-n8-wXXXYYxxxY	ACP-022648	ms_expanded	T4_frontier	100k	29	true		
ac-v1-02308	INTLB-b3t-335-1	ACP-041612	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-02309	AUTH-19_3-k12-0	ACP-001778	aut_hard	T5_moonshot	100k	20	true		
ac-v1-02310	INTLB-b4-211-1	ACP-041688	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-02311	INTLB-b3t-388-0	ACP-038089	interleaved_b	T1_easy	10k_final	24	true		
ac-v1-02312	INTLB-b4-2525-0	ACP-043480	interleaved_b	T3_hard_solvable	100k	31	true		
ac-v1-02313	INTLB-b4-1214-0	ACP-045643	interleaved_b	T1_easy	10k_final	25	true		
ac-v1-02314	INTLB-b4-1402-1	ACP-043722	interleaved_b	T1_easy	10k_final	34	true		
ac-v1-02315	INTL-b2-126-1	ACP-022832	interleaved	T1_easy	10k_final	17	true		
ac-v1-02316	MS-n3-wXXYYYxyyxY	ACP-018989	ms_expanded	T1_easy	10k_final	20	true		
ac-v1-02317	MS-n8-wXyyyyxyyyy	ACP-015923	ms_expanded	T1_easy	10k_final	30	true		
ac-v1-02318	MS-n6-wYXyxYY	ACP-014034	ms_expanded	T4_frontier	100k	22	true	open	328
ac-v1-02319	MS-n3-wXyXYxxY	ACP-025034	ms_expanded	T5_moonshot	100k	17	false	open	1116
ac-v1-02320	INTL-b2-207-1	ACP-007552	interleaved	T1_easy	10k_final	28	true		
ac-v1-02321	MS-n8-wyXyyxy	ACP-001646	ms_expanded	T4_frontier	100k	26	true		
ac-v1-02322	MS-n4-wXyyxY	ACP-018819	ms_expanded	T0_warmup	10k_final	17	true	uncertified	158
ac-v1-02323	MS-n10-wXyyyxY	ACP-001945	ms_expanded	T4_frontier	100k	30	true		
ac-v1-02324	MS-n10-wXXXYxxYYxY	ACP-016133	ms_expanded	T4_frontier	100k	34	true		
ac-v1-02325	INTLB-b4-113-0	ACP-044893	interleaved_b	T3_hard_solvable	100k	27	true		
ac-v1-02326	INTLB-b3t-478-0	ACP-043413	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-02327	INTLB-b4-2891-0	ACP-045701	interleaved_b	T2_medium	100k	25	true		
ac-v1-02328	MS-n9-wXXXyxyxxy	ACP-027327	ms_expanded	T4_frontier	100k	31	true		
ac-v1-02329	INTLB-b3t-779-1	ACP-039603	interleaved_b	T1_easy	10k_final	26	true		
ac-v1-02330	MS-n6-wyXyyxyy	ACP-033813	ms_expanded	T4_frontier	100k	23	false	open	664
ac-v1-02331	INTLB-b4-1189-0	ACP-039912	interleaved_b	T1_easy	10k_final	28	true		
ac-v1-02332	MS-n2-wXXYXyxxxY	ACP-032465	ms_expanded	T4_frontier	100k	17	true		
ac-v1-02333	INTLB-b4-1486-0	ACP-043891	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-02334	AUTH-20_1-k0-0	ACP-021157	aut_hard	T5_moonshot	100k	20	true		
ac-v1-02335	INTLB-b4-487-0	ACP-039146	interleaved_b	T3_hard_solvable	100k	20	true		
ac-v1-02336	INTL-b4-172-1	ACP-002817	interleaved	T1_easy	10k_final	29	true		
ac-v1-02337	INTLB-b3t-45-0	ACP-037375	interleaved_b	T1_easy	10k_final	24	true		
ac-v1-02338	INTLB-b3t-541-0	ACP-039637	interleaved_b	T1_easy	10k_final	24	true		
ac-v1-02339	INTLB-b4-2367-1	ACP-039866	interleaved_b	T2_medium	100k	25	true		
ac-v1-02340	INTLB-b3t-0-1	ACP-044087	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-02341	INTL-b2-147-0	ACP-017282	interleaved	T1_easy	10k_final	29	true		
ac-v1-02342	INTLB-b3t-824-0	ACP-046624	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-02343	INTL-b4-128-1	ACP-013635	interleaved	T2_medium	100k	21	true		
ac-v1-02344	INTLB-b3t-281-0	ACP-046327	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-02345	INTL-b3-171-0	ACP-013709	interleaved	T1_easy	10k_final	31	true		
ac-v1-02346	MS-n6-wyXyyxYY	ACP-005547	ms_expanded	T1_easy	10k_final	23	true	uncertified	755
ac-v1-02347	INTLB-b3t-834-1	ACP-039798	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-02348	MS-n6-wXYxxYXY	ACP-035705	ms_expanded	T4_frontier	100k	23	true	open	846
ac-v1-02349	MS-n5-wyXyyxy	ACP-005062	ms_expanded	T4_frontier	100k	20	true	open	495
ac-v1-02350	INTLB-b4-1927-0	ACP-037473	interleaved_b	T2_medium	100k	27	true		
ac-v1-02351	INTLB-b4-1849-0	ACP-040237	interleaved_b	T3_hard_solvable	100k	24	true		
ac-v1-02352	INTLB-b3t-305-1	ACP-038040	interleaved_b	T1_easy	10k_final	24	true		
ac-v1-02353	INTLB-b4-1940-1	ACP-042053	interleaved_b	T3_hard_solvable	100k	29	true		
ac-v1-02354	MS-n7-wYYYxyXy	ACP-019784	ms_expanded	T4_frontier	100k	25	true	open	1148
ac-v1-02355	INTLB-b4-1518-1	ACP-039567	interleaved_b	T2_medium	100k	33	true		
ac-v1-02356	MS-n3-wXXXYxyxYxY	ACP-011344	ms_expanded	T4_frontier	100k	20	true		
ac-v1-02357	INTLB-b4-1934-0	ACP-045980	interleaved_b	T1_easy	10k_final	21	true		
ac-v1-02358	AUTH-25_13-k1-3	ACP-029082	aut_hard	T5_moonshot	100k	25	true		
ac-v1-02359	INTLB-b4-1042-0	ACP-041796	interleaved_b	T1_easy	10k_final	21	true		
ac-v1-02360	INTLB-b4-2722-0	ACP-044005	interleaved_b	T2_medium	100k	28	true		
ac-v1-02361	INTLB-b4-312-1	ACP-046082	interleaved_b	T2_medium	100k	33	true		
ac-v1-02362	INTLB-b3t-138-0	ACP-038299	interleaved_b	T1_easy	10k_final	23	true		
ac-v1-02363	MS-n6-wXXXyxyxxY	ACP-009371	ms_expanded	T4_frontier	100k	25	true		
ac-v1-02364	INTLB-b3t-801-0	ACP-040096	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-02365	INTLB-b4-1582-1	ACP-039190	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-02366	INTLB-b4-1495-1	ACP-042770	interleaved_b	T2_medium	100k	31	true		
ac-v1-02367	MS-n9-wXyxYY	ACP-005832	ms_expanded	T4_frontier	100k	27	true		
ac-v1-02368	INTLB-b3t-643-1	ACP-045059	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-02369	INTLB-b4-2527-0	ACP-046973	interleaved_b	T3_hard_solvable	100k	32	true		
ac-v1-02370	AUTH-17_42-k1-0	ACP-008558	aut_hard	T5_moonshot	100k	17	true		
ac-v1-02371	MS-n8-wYYXyyxYY	ACP-028081	ms_expanded	T1_easy	10k_final	28	true		
ac-v1-02372	INTLB-b3t-830-1	ACP-042226	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-02373	INTLB-b3t-716-0	ACP-042141	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-02374	INTLB-b4-1988-1	ACP-042063	interleaved_b	T3_hard_solvable	100k	28	true		
ac-v1-02375	INTLB-b4-1083-1	ACP-039353	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-02376	INTLB-b4-1366-0	ACP-040265	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-02377	MS-n5-wXYxYY	ACP-035785	ms_expanded	T4_frontier	100k	19	true	open	117
ac-v1-02378	INTLB-b3t-564-0	ACP-040358	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-02379	INTLB-b4-1983-0	ACP-042092	interleaved_b	T2_medium	100k	31	true		
ac-v1-02380	INTLB-b3t-69-1	ACP-037393	interleaved_b	T1_easy	10k_final	25	true		
ac-v1-02381	INTLB-b3t-205-1	ACP-044677	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-02382	MS-n6-wXYxxYXy	ACP-020215	ms_expanded	T5_moonshot	100k	23	false	open	1168
ac-v1-02383	INTLB-b4-1830-1	ACP-043938	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-02384	INTLB-b3t-42-0	ACP-043516	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-02385	INTLB-b4-1999-1	ACP-037962	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-02386	INTLB-b4-1630-0	ACP-045068	interleaved_b	T3_hard_solvable	100k	28	true		
ac-v1-02387	MS-n4-wXYXYYYYxxY	ACP-011175	ms_expanded	T1_easy	10k_final	22	true		
ac-v1-02388	MS-n4-wXyxYYYYYY	ACP-031296	ms_expanded	T1_easy	10k_final	21	true		
ac-v1-02389	INTLB-b4-435-0	ACP-045779	interleaved_b	T3_hard_solvable	100k	32	true		
ac-v1-02390	INTLB-b3t-692-0	ACP-040173	interleaved_b	T2_medium	100k	29	true		
ac-v1-02391	INTLB-b4-2234-0	ACP-042343	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-02392	INTLB-b4-1382-1	ACP-045865	interleaved_b	T3_hard_solvable	100k	34	true		
ac-v1-02393	INTLB-b4-188-1	ACP-045889	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-02394	MS-n2-wXYYxxYXYY	ACP-024093	ms_expanded	T1_easy	10k_final	17	true		
ac-v1-02395	INTLB-b4-1784-0	ACP-045901	interleaved_b	T2_medium	100k	30	true		
ac-v1-02396	INTLB-b4-555-0	ACP-039331	interleaved_b	T2_medium	100k	31	true		
ac-v1-02397	INTLB-b3t-862-0	ACP-045913	interleaved_b	T1_easy	10k_final	34	true		
ac-v1-02398	AUTH-19_20-k1-0	ACP-033970	aut_hard	T5_moonshot	100k	25	true		
ac-v1-02399	MS-n5-wXyxyy	ACP-014426	ms_expanded	T4_frontier	100k	19	true	open	173
ac-v1-02400	INTLB-b4-3183-0	ACP-038128	interleaved_b	T2_medium	100k	31	true		
ac-v1-02401	MS-n4-wYYXYxY	ACP-021269	ms_expanded	T5_moonshot	100k	18	false	open	235
ac-v1-02402	INTLB-b4-3162-1	ACP-046233	interleaved_b	T3_hard_solvable	100k	30	true		
ac-v1-02403	INTLB-b4-1808-0	ACP-041932	interleaved_b	T1_easy	10k_final	19	true		
ac-v1-02404	INTLB-b3t-100-1	ACP-046308	interleaved_b	T1_easy	10k_final	21	true		
ac-v1-02405	INTL-b4-7-1	ACP-015910	interleaved	T3_hard_solvable	100k	26	true		
ac-v1-02406	INTL-b2-293-0	ACP-007297	interleaved	T1_easy	10k_final	33	true		
ac-v1-02407	MS-n5-wXXYYxxY	ACP-009723	ms_expanded	T5_moonshot	100k	21	true	open	572
ac-v1-02408	INTLB-b4-216-1	ACP-044884	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-02409	INTLB-b4-1814-0	ACP-046869	interleaved_b	T1_easy	10k_final	24	true		
ac-v1-02410	INTLB-b3t-410-0	ACP-041006	interleaved_b	T1_easy	10k_final	25	true		
ac-v1-02411	INTLB-b4-2214-1	ACP-041494	interleaved_b	T2_medium	100k	31	true		
ac-v1-02412	MS-n4-wXXYxxy	ACP-018784	ms_expanded	T5_moonshot	100k	18	true	open	361
ac-v1-02413	INTLB-b4-2434-0	ACP-045667	interleaved_b	T2_medium	100k	29	true		
ac-v1-02414	MS-n2-wXYxYxyXY	ACP-025498	ms_expanded	T4_frontier	100k	16	true		
ac-v1-02415	MS-n4-wYxYYXyy	ACP-018773	ms_expanded	T4_frontier	100k	19	true	open	739
ac-v1-02416	MS-n6-wYxYXyy	ACP-022942	ms_expanded	T5_moonshot	100k	22	false	open	265
ac-v1-02417	INTLB-b4-3162-0	ACP-041231	interleaved_b	T2_medium	100k	20	true		
ac-v1-02418	MS-n9-wYXyxy	ACP-010752	ms_expanded	T4_frontier	100k	27	true		
ac-v1-02419	INTLB-b4-1245-0	ACP-038077	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-02420	INTLB-b3t-391-0	ACP-037676	interleaved_b	T1_easy	10k_final	34	true		
ac-v1-02421	MS-n8-wXYYYYYYxYY	ACP-023540	ms_expanded	T2_medium	100k	30	true		
ac-v1-02422	MS-n2-wXYXyxxy	ACP-020712	ms_expanded	T5_moonshot	10k_final	15	false	open	1003
ac-v1-02423	INTLB-b3t-309-1	ACP-046104	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-02424	INTL-b4-216-0	ACP-022036	interleaved	T1_easy	10k_final	29	true		
ac-v1-02425	AUTH-19_9-k1-0	ACP-009796	aut_hard	T5_moonshot	100k	25	true		
ac-v1-02426	INTLB-b3t-108-1	ACP-045286	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-02427	MS-n2-wXXXYxxyxyy	ACP-026885	ms_expanded	T4_frontier	100k	18	true		
ac-v1-02428	MS-n9-wXXXYxyxxY	ACP-009320	ms_expanded	T4_frontier	100k	31	true		
ac-v1-02429	MS-n5-wXXYYxyxy	ACP-025519	ms_expanded	T4_frontier	100k	22	true		
ac-v1-02430	INTLB-b4-3493-1	ACP-040303	interleaved_b	T2_medium	100k	35	true		
ac-v1-02431	INTLB-b4-3298-0	ACP-039470	interleaved_b	T3_hard_solvable	100k	25	true		
ac-v1-02432	INTLB-b3t-196-0	ACP-045821	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-02433	INTLB-b4-52-0	ACP-040663	interleaved_b	T3_hard_solvable	100k	30	true		
ac-v1-02434	INTLB-b4-1624-1	ACP-039869	interleaved_b	T2_medium	100k	29	true		
ac-v1-02435	INTLB-b3t-108-0	ACP-044924	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-02436	INTLB-b4-523-1	ACP-040609	interleaved_b	T3_hard_solvable	100k	33	true		
ac-v1-02437	AUTH-23_23-k1-0	ACP-006583	aut_hard	T5_moonshot	100k	23	true		
ac-v1-02438	INTLB-b3t-550-0	ACP-045843	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-02439	INTLB-b4-40-0	ACP-040376	interleaved_b	T2_medium	100k	36	true		
ac-v1-02440	INTLB-b4-1001-0	ACP-038335	interleaved_b	T0_warmup	10k_final	25	true		
ac-v1-02441	INTLB-b3t-496-1	ACP-042707	interleaved_b	T3_hard_solvable	100k	35	true		
ac-v1-02442	INTLB-b3t-512-1	ACP-044193	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-02443	AUTH-19_11-k12-0	ACP-014862	aut_hard	T5_moonshot	100k	35	true		
ac-v1-02444	INTLB-b4-2992-0	ACP-044744	interleaved_b	T2_medium	100k	35	true		
ac-v1-02445	INTL-b2-18-1	ACP-003489	interleaved	T1_easy	10k_final	27	true		
ac-v1-02446	INTLB-b4-1204-0	ACP-039437	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-02447	INTLB-b3t-934-0	ACP-046919	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-02448	INTLB-b4-1438-1	ACP-037246	interleaved_b	T2_medium	100k	30	true		
ac-v1-02449	INTLB-b4-2056-0	ACP-043814	interleaved_b	T3_hard_solvable	100k	29	true		
ac-v1-02450	INTLB-b4-2182-0	ACP-042706	interleaved_b	T2_medium	100k	33	true		
