seq,n,w,w_vector,status_at_freeze,reported_class,scored,challenge_id,training_id,prototype_path_length
294,7,yx^{-1}y^{-2}xy^{-1},2 -1 -2 -2 1 -2,open,23_{23},true,ms-v1-0096,,
295,1,y^{2}x^{-1}y^{-1}xy,2 2 -1 -2 1 2,certified,,false,,ms-train-0151,12
296,2,y^{2}x^{-1}y^{-1}xy,2 2 -1 -2 1 2,certified,,false,,ms-train-0152,42
297,3,y^{2}x^{-1}y^{-1}xy,2 2 -1 -2 1 2,uncertified,,false,,,
298,4,y^{2}x^{-1}y^{-1}xy,2 2 -1 -2 1 2,uncertified,,false,,,
299,5,y^{2}x^{-1}y^{-1}xy,2 2 -1 -2 1 2,uncertified,,false,,,
300,6,y^{2}x^{-1}y^{-1}xy,2 2 -1 -2 1 2,uncertified,,false,,,
301,7,y^{2}x^{-1}y^{-1}xy,2 2 -1 -2 1 2,uncertified,,false,,,
302,1,yx^{-1}y^{-2}xy,2 -1 -2 -2 1 2,certified,,false,,ms-train-0153,22
303,2,yx^{-1}y^{-2}xy,2 -1 -2 -2 1 2,certified,,false,,ms-train-0154,12
304,3,yx^{-1}y^{-2}xy,2 -1 -2 -2 1 2,open,13_1,true,ms-v1-0097,,
305,4,yx^{-1}y^{-2}xy,2 -1 -2 -2 1 2,certified,,false,,ms-train-0155,52
306,5,yx^{-1}y^{-2}xy,2 -1 -2 -2 1 2,open,17_{32},true,ms-v1-0098,,
307,6,yx^{-1}y^{-2}xy,2 -1 -2 -2 1 2,open,16_8,true,ms-v1-0099,,
308,7,yx^{-1}y^{-2}xy,2 -1 -2 -2 1 2,open,21_{38},true,ms-v1-0100,,
309,1,yxy^{-1}x^{-1}y^{2},2 1 -2 -1 2 2,certified,,false,,ms-train-0156,15
310,2,yxy^{-1}x^{-1}y^{2},2 1 -2 -1 2 2,certified,,false,,ms-train-0157,53
311,3,yxy^{-1}x^{-1}y^{2},2 1 -2 -1 2 2,uncertified,,false,,,
312,4,yxy^{-1}x^{-1}y^{2},2 1 -2 -1 2 2,uncertified,,false,,,
313,5,yxy^{-1}x^{-1}y^{2},2 1 -2 -1 2 2,uncertified,,false,,,
314,6,yxy^{-1}x^{-1}y^{2},2 1 -2 -1 2 2,uncertified,,false,,,
315,7,yxy^{-1}x^{-1}y^{2},2 1 -2 -1 2 2,uncertified,,false,,,
316,1,y^{-1}xyx^{-1}y^{-2},-2 1 2 -1 -2 -2,certified,,false,,ms-train-0158,22
317,2,y^{-1}xyx^{-1}y^{-2},-2 1 2 -1 -2 -2,certified,,false,,ms-train-0159,66
318,3,y^{-1}xyx^{-1}y^{-2},-2 1 2 -1 -2 -2,uncertified,,false,,,
319,4,y^{-1}xyx^{-1}y^{-2},-2 1 2 -1 -2 -2,uncertified,,false,,,
320,5,y^{-1}xyx^{-1}y^{-2},-2 1 2 -1 -2 -2,uncertified,,false,,,
321,6,y^{-1}xyx^{-1}y^{-2},-2 1 2 -1 -2 -2,uncertified,,false,,,
322,7,y^{-1}xyx^{-1}y^{-2},-2 1 2 -1 -2 -2,uncertified,,false,,,
323,1,yxy^{-2}x^{-1}y^{-1},2 1 -2 -2 -1 -2,certified,,false,,ms-train-0160,6
324,2,yxy^{-2}x^{-1}y^{-1},2 1 -2 -2 -1 -2,certified,,false,,ms-train-0161,46
325,3,yxy^{-2}x^{-1}y^{-1},2 1 -2 -2 -1 -2,certified,,false,,ms-train-0162,39
326,4,yxy^{-2}x^{-1}y^{-1},2 1 -2 -2 -1 -2,open,14_1,true,ms-v1-0101,,
327,5,yxy^{-2}x^{-1}y^{-1},2 1 -2 -2 -1 -2,uncertified,,false,,,
328,6,yxy^{-2}x^{-1}y^{-1},2 1 -2 -2 -1 -2,open,19_{33},true,ms-v1-0102,,
329,7,yxy^{-2}x^{-1}y^{-1},2 1 -2 -2 -1 -2,open,17_{41},true,ms-v1-0103,,
330,1,y^{2}xyx^{-1}y^{-1},2 2 1 2 -1 -2,certified,,false,,ms-train-0163,25
331,2,y^{2}xyx^{-1}y^{-1},2 2 1 2 -1 -2,certified,,false,,ms-train-0164,12
332,3,y^{2}xyx^{-1}y^{-1},2 2 1 2 -1 -2,uncertified,,false,,,
333,4,y^{2}xyx^{-1}y^{-1},2 2 1 2 -1 -2,uncertified,,false,,,
334,5,y^{2}xyx^{-1}y^{-1},2 2 1 2 -1 -2,open,17_{30},true,ms-v1-0104,,
335,6,y^{2}xyx^{-1}y^{-1},2 2 1 2 -1 -2,open,16_6,true,ms-v1-0105,,
336,7,y^{2}xyx^{-1}y^{-1},2 2 1 2 -1 -2,open,23_{22},true,ms-v1-0106,,
337,1,x^{-1}y^{-2}xy^{-2},-1 -2 -2 1 -2 -2,certified,,false,,ms-train-0165,15
338,2,x^{-1}y^{-2}xy^{-2},-1 -2 -2 1 -2 -2,certified,,false,,ms-train-0166,34
339,3,x^{-1}y^{-2}xy^{-2},-1 -2 -2 1 -2 -2,uncertified,,false,,,
340,4,x^{-1}y^{-2}xy^{-2},-1 -2 -2 1 -2 -2,uncertified,,false,,,
341,5,x^{-1}y^{-2}xy^{-2},-1 -2 -2 1 -2 -2,open,16_5,true,ms-v1-0107,,
342,6,x^{-1}y^{-2}xy^{-2},-1 -2 -2 1 -2 -2,open,19_{36},true,ms-v1-0108,,
343,7,x^{-1}y^{-2}xy^{-2},-1 -2 -2 1 -2 -2,open,20_{11},true,ms-v1-0109,,
344,1,yxyx^{-1}y^{-2},2 1 2 -1 -2 -2,certified,,false,,ms-train-0167,12
345,2,yxyx^{-1}y^{-2},2 1 2 -1 -2 -2,certified,,false,,ms-train-0168,38
346,3,yxyx^{-1}y^{-2},2 1 2 -1 -2 -2,open,13_1,true,ms-v1-0110,,
347,4,yxyx^{-1}y^{-2},2 1 2 -1 -2 -2,open,15_1,true,ms-v1-0111,,
348,5,yxyx^{-1}y^{-2},2 1 2 -1 -2 -2,open,16_1,true,ms-v1-0112,,
349,6,yxyx^{-1}y^{-2},2 1 2 -1 -2 -2,open,17_1,true,ms-v1-0113,,
350,7,yxyx^{-1}y^{-2},2 1 2 -1 -2 -2,open,18_7,true,ms-v1-0114,,
351,1,x^{-2}y^{-1}x^{2}y^{-1},-1 -1 -2 1 1 -2,certified,,false,,ms-train-0169,38
352,2,x^{-2}y^{-1}x^{2}y^{-1},-1 -1 -2 1 1 -2,open,14_1,true,ms-v1-0115,,
353,3,x^{-2}y^{-1}x^{2}y^{-1},-1 -1 -2 1 1 -2,open,16_2,true,ms-v1-0116,,
354,4,x^{-2}y^{-1}x^{2}y^{-1},-1 -1 -2 1 1 -2,open,18_3,true,ms-v1-0117,,
355,5,x^{-2}y^{-1}x^{2}y^{-1},-1 -1 -2 1 1 -2,open,20_3,true,ms-v1-0118,,
356,6,x^{-2}y^{-1}x^{2}y^{-1},-1 -1 -2 1 1 -2,open,22_4,true,ms-v1-0119,,
357,7,x^{-2}y^{-1}x^{2}y^{-1},-1 -1 -2 1 1 -2,open,24_4,true,ms-v1-0120,,
358,1,x^{-2}y^{-1}x^{2}y,-1 -1 -2 1 1 2,certified,,false,,ms-train-0170,31
359,2,x^{-2}y^{-1}x^{2}y,-1 -1 -2 1 1 2,open,14_2,true,ms-v1-0121,,
360,3,x^{-2}y^{-1}x^{2}y,-1 -1 -2 1 1 2,open,16_3,true,ms-v1-0122,,
361,4,x^{-2}y^{-1}x^{2}y,-1 -1 -2 1 1 2,open,18_2,true,ms-v1-0123,,
362,5,x^{-2}y^{-1}x^{2}y,-1 -1 -2 1 1 2,open,20_2,true,ms-v1-0124,,
363,6,x^{-2}y^{-1}x^{2}y,-1 -1 -2 1 1 2,open,22_3,true,ms-v1-0125,,
364,7,x^{-2}y^{-1}x^{2}y,-1 -1 -2 1 1 2,open,24_3,true,ms-v1-0126,,
365,1,yx^{2}yx^{-2},2 1 1 2 -1 -1,certified,,false,,ms-train-0171,28
366,2,yx^{2}yx^{-2},2 1 1 2 -1 -1,open,14_1,true,ms-v1-0127,,
367,3,yx^{2}yx^{-2},2 1 1 2 -1 -1,open,16_2,true,ms-v1-0128,,
368,4,yx^{2}yx^{-2},2 1 1 2 -1 -1,open,18_1,true,ms-v1-0129,,
369,5,yx^{2}yx^{-2},2 1 1 2 -1 -1,open,20_1,true,ms-v1-0130,,
370,6,yx^{2}yx^{-2},2 1 1 2 -1 -1,open,22_1,true,ms-v1-0131,,
371,7,yx^{2}yx^{-2},2 1 1 2 -1 -1,open,24_1,true,ms-v1-0132,,
372,1,yxyx^{-1}y^{2},2 1 2 -1 2 2,certified,,false,,ms-train-0172,17
373,2,yxyx^{-1}y^{2},2 1 2 -1 2 2,uncertified,,false,,,
374,3,yxyx^{-1}y^{2},2 1 2 -1 2 2,open,13_1,true,ms-v1-0133,,
375,4,yxyx^{-1}y^{2},2 1 2 -1 2 2,open,15_1,true,ms-v1-0134,,
376,5,yxyx^{-1}y^{2},2 1 2 -1 2 2,open,16_1,true,ms-v1-0135,,
377,6,yxyx^{-1}y^{2},2 1 2 -1 2 2,open,17_{35},true,ms-v1-0136,,
378,7,yxyx^{-1}y^{2},2 1 2 -1 2 2,open,18_6,true,ms-v1-0137,,
379,1,y^{3}xyx^{-1},2 2 2 1 2 -1,certified,,false,,ms-train-0173,54
380,2,y^{3}xyx^{-1},2 2 2 1 2 -1,uncertified,,false,,,
381,3,y^{3}xyx^{-1},2 2 2 1 2 -1,certified,,false,,ms-train-0174,26
382,4,y^{3}xyx^{-1},2 2 2 1 2 -1,uncertified,,false,,,
383,5,y^{3}xyx^{-1},2 2 2 1 2 -1,open,17_{32},true,ms-v1-0138,,
384,6,y^{3}xyx^{-1},2 2 2 1 2 -1,uncertified,,false,,,
385,7,y^{3}xyx^{-1},2 2 2 1 2 -1,open,19_{40},true,ms-v1-0139,,
386,1,x^{-1}y^{-3}xy^{-1},-1 -2 -2 -2 1 -2,certified,,false,,ms-train-0175,44
387,2,x^{-1}y^{-3}xy^{-1},-1 -2 -2 -2 1 -2,uncertified,,false,,,
388,3,x^{-1}y^{-3}xy^{-1},-1 -2 -2 -2 1 -2,certified,,false,,ms-train-0176,29
389,4,x^{-1}y^{-3}xy^{-1},-1 -2 -2 -2 1 -2,uncertified,,false,,,
390,5,x^{-1}y^{-3}xy^{-1},-1 -2 -2 -2 1 -2,open,17_{31},true,ms-v1-0140,,
391,6,x^{-1}y^{-3}xy^{-1},-1 -2 -2 -2 1 -2,uncertified,,false,,,
392,7,x^{-1}y^{-3}xy^{-1},-1 -2 -2 -2 1 -2,open,19_{42},true,ms-v1-0141,,
393,1,y^{3}xy^{-1}x^{-1},2 2 2 1 -2 -1,certified,,false,,ms-train-0177,30
394,2,y^{3}xy^{-1}x^{-1},2 2 2 1 -2 -1,uncertified,,false,,,
395,3,y^{3}xy^{-1}x^{-1},2 2 2 1 -2 -1,certified,,false,,ms-train-0178,14
396,4,y^{3}xy^{-1}x^{-1},2 2 2 1 -2 -1,open,15_1,true,ms-v1-0142,,
397,5,y^{3}xy^{-1}x^{-1},2 2 2 1 -2 -1,open,17_{33},true,ms-v1-0143,,
398,6,y^{3}xy^{-1}x^{-1},2 2 2 1 -2 -1,uncertified,,false,,,
399,7,y^{3}xy^{-1}x^{-1},2 2 2 1 -2 -1,open,18_9,true,ms-v1-0144,,
400,1,x^{-1}y^{-3}xy,-1 -2 -2 -2 1 2,certified,,false,,ms-train-0179,39
401,2,x^{-1}y^{-3}xy,-1 -2 -2 -2 1 2,uncertified,,false,,,
402,3,x^{-1}y^{-3}xy,-1 -2 -2 -2 1 2,certified,,false,,ms-train-0180,18
403,4,x^{-1}y^{-3}xy,-1 -2 -2 -2 1 2,open,15_1,true,ms-v1-0145,,
404,5,x^{-1}y^{-3}xy,-1 -2 -2 -2 1 2,open,17_{30},true,ms-v1-0146,,
405,6,x^{-1}y^{-3}xy,-1 -2 -2 -2 1 2,uncertified,,false,,,
406,7,x^{-1}y^{-3}xy,-1 -2 -2 -2 1 2,open,18_{11},true,ms-v1-0147,,
407,1,yxy^{-3}x^{-1},2 1 -2 -2 -2 -1,certified,,false,,ms-train-0181,7
408,2,yxy^{-3}x^{-1},2 1 -2 -2 -2 -1,certified,,false,,ms-train-0182,15
409,3,yxy^{-3}x^{-1},2 1 -2 -2 -2 -1,open,13_1,true,ms-v1-0148,,
410,4,yxy^{-3}x^{-1},2 1 -2 -2 -2 -1,open,15_{10},true,ms-v1-0149,,
411,5,yxy^{-3}x^{-1},2 1 -2 -2 -2 -1,uncertified,,false,,,
412,6,yxy^{-3}x^{-1},2 1 -2 -2 -2 -1,open,17_{38},true,ms-v1-0150,,
413,7,yxy^{-3}x^{-1},2 1 -2 -2 -2 -1,open,18_8,true,ms-v1-0151,,
414,1,yx^{2}y^{-1}x^{-2},2 1 1 -2 -1 -1,certified,,false,,ms-train-0183,26
415,2,yx^{2}y^{-1}x^{-2},2 1 1 -2 -1 -1,open,14_2,true,ms-v1-0152,,
416,3,yx^{2}y^{-1}x^{-2},2 1 1 -2 -1 -1,open,16_3,true,ms-v1-0153,,
417,4,yx^{2}y^{-1}x^{-2},2 1 1 -2 -1 -1,open,18_2,true,ms-v1-0154,,
418,5,yx^{2}y^{-1}x^{-2},2 1 1 -2 -1 -1,open,20_2,true,ms-v1-0155,,
419,6,yx^{2}y^{-1}x^{-2},2 1 1 -2 -1 -1,open,22_2,true,ms-v1-0156,,
420,7,yx^{2}y^{-1}x^{-2},2 1 1 -2 -1 -1,open,24_2,true,ms-v1-0157,,
421,1,x^{-1}y^{-2}xy^{2},-1 -2 -2 1 2 2,certified,,false,,ms-train-0184,13
422,2,x^{-1}y^{-2}xy^{2},-1 -2 -2 1 2 2,certified,,false,,ms-train-0185,13
423,3,x^{-1}y^{-2}xy^{2},-1 -2 -2 1 2 2,certified,,false,,ms-train-0186,35
424,4,x^{-1}y^{-2}xy^{2},-1 -2 -2 1 2 2,certified,,false,,ms-train-0187,36
425,5,x^{-1}y^{-2}xy^{2},-1 -2 -2 1 2 2,certified,,false,,ms-train-0188,77
426,6,x^{-1}y^{-2}xy^{2},-1 -2 -2 1 2 2,certified,,false,,ms-train-0189,101
427,7,x^{-1}y^{-2}xy^{2},-1 -2 -2 1 2 2,uncertified,,false,,,
428,1,yxy^{-1}x^{-1}y^{-2},2 1 -2 -1 -2 -2,certified,,false,,ms-train-0190,14
429,2,yxy^{-1}x^{-1}y^{-2},2 1 -2 -1 -2 -2,certified,,false,,ms-train-0191,49
430,3,yxy^{-1}x^{-1}y^{-2},2 1 -2 -1 -2 -2,uncertified,,false,,,
431,4,yxy^{-1}x^{-1}y^{-2},2 1 -2 -1 -2 -2,uncertified,,false,,,
432,5,yxy^{-1}x^{-1}y^{-2},2 1 -2 -1 -2 -2,uncertified,,false,,,
433,6,yxy^{-1}x^{-1}y^{-2},2 1 -2 -1 -2 -2,uncertified,,false,,,
434,7,yxy^{-1}x^{-1}y^{-2},2 1 -2 -1 -2 -2,uncertified,,false,,,
435,1,yxy^{2}x^{-1}y^{-1},2 1 2 2 -1 -2,certified,,false,,ms-train-0192,18
436,2,yxy^{2}x^{-1}y^{-1},2 1 2 2 -1 -2,certified,,false,,ms-train-0193,43
437,3,yxy^{2}x^{-1}y^{-1},2 1 2 2 -1 -2,certified,,false,,ms-train-0194,41
438,4,yxy^{2}x^{-1}y^{-1},2 1 2 2 -1 -2,open,15_{10},true,ms-v1-0158,,
439,5,yxy^{2}x^{-1}y^{-1},2 1 2 2 -1 -2,open,14_1,true,ms-v1-0159,,
440,6,yxy^{2}x^{-1}y^{-1},2 1 2 2 -1 -2,open,17_{34},true,ms-v1-0160,,
441,7,yxy^{2}x^{-1}y^{-1},2 1 2 2 -1 -2,open,15_{12},true,ms-v1-0161,,
442,1,y^{-6},-2 -2 -2 -2 -2 -2,certified,,false,,ms-train-0195,24
443,2,y^{-6},-2 -2 -2 -2 -2 -2,certified,,false,,ms-train-0196,20
444,3,y^{-6},-2 -2 -2 -2 -2 -2,certified,,false,,ms-train-0197,21
445,4,y^{-6},-2 -2 -2 -2 -2 -2,certified,,false,,ms-train-0198,21
446,5,y^{-6},-2 -2 -2 -2 -2 -2,certified,,false,,ms-train-0199,12
447,6,y^{-6},-2 -2 -2 -2 -2 -2,certified,,false,,ms-train-0200,13
448,7,y^{-6},-2 -2 -2 -2 -2 -2,certified,,false,,ms-train-0201,14
449,1,yxy^{2}x^{-1}y,2 1 2 2 -1 2,certified,,false,,ms-train-0202,22
450,2,yxy^{2}x^{-1}y,2 1 2 2 -1 2,certified,,false,,ms-train-0203,67
451,3,yxy^{2}x^{-1}y,2 1 2 2 -1 2,uncertified,,false,,,
452,4,yxy^{2}x^{-1}y,2 1 2 2 -1 2,open,15_{10},true,ms-v1-0162,,
453,5,yxy^{2}x^{-1}y,2 1 2 2 -1 2,open,14_1,true,ms-v1-0163,,
454,6,yxy^{2}x^{-1}y,2 1 2 2 -1 2,open,17_{34},true,ms-v1-0164,,
455,7,yxy^{2}x^{-1}y,2 1 2 2 -1 2,open,21_{34},true,ms-v1-0165,,
456,1,x^{-1}y^{-1}xy^{3},-1 -2 1 2 2 2,certified,,false,,ms-train-0204,11
457,2,x^{-1}y^{-1}xy^{3},-1 -2 1 2 2 2,certified,,false,,ms-train-0205,14
458,3,x^{-1}y^{-1}xy^{3},-1 -2 1 2 2 2,open,13_1,true,ms-v1-0166,,
459,4,x^{-1}y^{-1}xy^{3},-1 -2 1 2 2 2,open,15_{11},true,ms-v1-0167,,
460,5,x^{-1}y^{-1}xy^{3},-1 -2 1 2 2 2,uncertified,,false,,,
461,6,x^{-1}y^{-1}xy^{3},-1 -2 1 2 2 2,open,17_{39},true,ms-v1-0168,,
462,7,x^{-1}y^{-1}xy^{3},-1 -2 1 2 2 2,open,18_{10},true,ms-v1-0169,,
463,1,y^{2}xy^{2}x^{-1},2 2 1 2 2 -1,certified,,false,,ms-train-0206,18
464,2,y^{2}xy^{2}x^{-1},2 2 1 2 2 -1,certified,,false,,ms-train-0207,22
465,3,y^{2}xy^{2}x^{-1},2 2 1 2 2 -1,uncertified,,false,,,
466,4,y^{2}xy^{2}x^{-1},2 2 1 2 2 -1,uncertified,,false,,,
467,5,y^{2}xy^{2}x^{-1},2 2 1 2 2 -1,open,16_4,true,ms-v1-0170,,
468,6,y^{2}xy^{2}x^{-1},2 2 1 2 2 -1,open,19_{35},true,ms-v1-0171,,
469,7,y^{2}xy^{2}x^{-1},2 2 1 2 2 -1,open,20_{10},true,ms-v1-0172,,
470,1,y^{-1}x^{-1}y^{-2}xy,-2 -1 -2 -2 1 2,certified,,false,,ms-train-0208,23
471,2,y^{-1}x^{-1}y^{-2}xy,-2 -1 -2 -2 1 2,certified,,false,,ms-train-0209,16
472,3,y^{-1}x^{-1}y^{-2}xy,-2 -1 -2 -2 1 2,open,13_1,true,ms-v1-0173,,
473,4,y^{-1}x^{-1}y^{-2}xy,-2 -1 -2 -2 1 2,uncertified,,false,,,
474,5,y^{-1}x^{-1}y^{-2}xy,-2 -1 -2 -2 1 2,open,17_{32},true,ms-v1-0174,,
475,6,y^{-1}x^{-1}y^{-2}xy,-2 -1 -2 -2 1 2,open,16_8,true,ms-v1-0175,,
476,7,y^{-1}x^{-1}y^{-2}xy,-2 -1 -2 -2 1 2,open,21_{38},true,ms-v1-0176,,
477,1,yxy^{3}x^{-1},2 1 2 2 2 -1,certified,,false,,ms-train-0210,21
478,2,yxy^{3}x^{-1},2 1 2 2 2 -1,certified,,false,,ms-train-0211,17
479,3,yxy^{3}x^{-1},2 1 2 2 2 -1,uncertified,,false,,,
480,4,yxy^{3}x^{-1},2 1 2 2 2 -1,open,14_1,true,ms-v1-0177,,
481,5,yxy^{3}x^{-1},2 1 2 2 2 -1,uncertified,,false,,,
482,6,yxy^{3}x^{-1},2 1 2 2 2 -1,open,17_{37},true,ms-v1-0178,,
483,7,yxy^{3}x^{-1},2 1 2 2 2 -1,open,19_{39},true,ms-v1-0179,,
484,1,x^{-1}y^{-1}xy^{-3},-1 -2 1 -2 -2 -2,certified,,false,,ms-train-0212,20
485,2,x^{-1}y^{-1}xy^{-3},-1 -2 1 -2 -2 -2,certified,,false,,ms-train-0213,15
486,3,x^{-1}y^{-1}xy^{-3},-1 -2 1 -2 -2 -2,uncertified,,false,,,
487,4,x^{-1}y^{-1}xy^{-3},-1 -2 1 -2 -2 -2,open,14_1,true,ms-v1-0180,,
488,5,x^{-1}y^{-1}xy^{-3},-1 -2 1 -2 -2 -2,uncertified,,false,,,
489,6,x^{-1}y^{-1}xy^{-3},-1 -2 1 -2 -2 -2,open,17_{40},true,ms-v1-0181,,
490,7,x^{-1}y^{-1}xy^{-3},-1 -2 1 -2 -2 -2,open,19_{41},true,ms-v1-0182,,
491,1,y^{2}xyx^{-1}y,2 2 1 2 -1 2,certified,,false,,ms-train-0214,43
492,2,y^{2}xyx^{-1}y,2 2 1 2 -1 2,certified,,false,,ms-train-0215,26
493,3,y^{2}xyx^{-1}y,2 2 1 2 -1 2,uncertified,,false,,,
494,4,y^{2}xyx^{-1}y,2 2 1 2 -1 2,uncertified,,false,,,
495,5,y^{2}xyx^{-1}y,2 2 1 2 -1 2,open,17_{30},true,ms-v1-0183,,
496,6,y^{2}xyx^{-1}y,2 2 1 2 -1 2,open,16_6,true,ms-v1-0184,,
497,7,y^{2}xyx^{-1}y,2 2 1 2 -1 2,open,23_{22},true,ms-v1-0185,,
498,1,y^{-1}x^{-1}y^{-2}xy^{-1},-2 -1 -2 -2 1 -2,certified,,false,,ms-train-0216,39
499,2,y^{-1}x^{-1}y^{-2}xy^{-1},-2 -1 -2 -2 1 -2,certified,,false,,ms-train-0217,33
500,3,y^{-1}x^{-1}y^{-2}xy^{-1},-2 -1 -2 -2 1 -2,uncertified,,false,,,
501,4,y^{-1}x^{-1}y^{-2}xy^{-1},-2 -1 -2 -2 1 -2,uncertified,,false,,,
502,5,y^{-1}x^{-1}y^{-2}xy^{-1},-2 -1 -2 -2 1 -2,open,17_{33},true,ms-v1-0186,,
503,6,y^{-1}x^{-1}y^{-2}xy^{-1},-2 -1 -2 -2 1 -2,open,16_9,true,ms-v1-0187,,
504,7,y^{-1}x^{-1}y^{-2}xy^{-1},-2 -1 -2 -2 1 -2,open,23_{23},true,ms-v1-0188,,
505,1,yxyx^{-1}y^{-3},2 1 2 -1 -2 -2 -2,certified,,false,,ms-train-0218,12
506,2,yxyx^{-1}y^{-3},2 1 2 -1 -2 -2 -2,certified,,false,,ms-train-0219,63
507,3,yxyx^{-1}y^{-3},2 1 2 -1 -2 -2 -2,open,13_1,true,ms-v1-0189,,
508,4,yxyx^{-1}y^{-3},2 1 2 -1 -2 -2 -2,open,15_1,true,ms-v1-0190,,
509,5,yxyx^{-1}y^{-3},2 1 2 -1 -2 -2 -2,open,16_1,true,ms-v1-0191,,
510,6,yxyx^{-1}y^{-3},2 1 2 -1 -2 -2 -2,open,17_1,true,ms-v1-0192,,
511,7,yxyx^{-1}y^{-3},2 1 2 -1 -2 -2 -2,open,18_7,true,ms-v1-0193,,
512,1,yxy^{4}x^{-1},2 1 2 2 2 2 -1,certified,,false,,ms-train-0220,24
513,2,yxy^{4}x^{-1},2 1 2 2 2 2 -1,uncertified,,false,,,
514,3,yxy^{4}x^{-1},2 1 2 2 2 2 -1,certified,,false,,ms-train-0221,21
515,4,yxy^{4}x^{-1},2 1 2 2 2 2 -1,uncertified,,false,,,
516,5,yxy^{4}x^{-1},2 1 2 2 2 2 -1,uncertified,,false,,,
517,6,yxy^{4}x^{-1},2 1 2 2 2 2 -1,open,17_{38},true,ms-v1-0194,,
518,7,yxy^{4}x^{-1},2 1 2 2 2 2 -1,uncertified,,false,,,
519,1,yxy^{3}x^{-1}y,2 1 2 2 2 -1 2,certified,,false,,ms-train-0222,21
520,2,yxy^{3}x^{-1}y,2 1 2 2 2 -1 2,certified,,false,,ms-train-0223,15
521,3,yxy^{3}x^{-1}y,2 1 2 2 2 -1 2,uncertified,,false,,,
522,4,yxy^{3}x^{-1}y,2 1 2 2 2 -1 2,open,14_1,true,ms-v1-0195,,
523,5,yxy^{3}x^{-1}y,2 1 2 2 2 -1 2,uncertified,,false,,,
524,6,yxy^{3}x^{-1}y,2 1 2 2 2 -1 2,open,17_{37},true,ms-v1-0196,,
525,7,yxy^{3}x^{-1}y,2 1 2 2 2 -1 2,open,19_{39},true,ms-v1-0197,,
526,1,yxyxy^{-1}x^{-2},2 1 2 1 -2 -1 -1,certified,,false,,ms-train-0224,37
527,2,yxyxy^{-1}x^{-2},2 1 2 1 -2 -1 -1,open,15_7,true,ms-v1-0198,,
528,3,yxyxy^{-1}x^{-2},2 1 2 1 -2 -1 -1,open,17_{13},true,ms-v1-0199,,
529,4,yxyxy^{-1}x^{-2},2 1 2 1 -2 -1 -1,open,19_{12},true,ms-v1-0200,,
530,5,yxyxy^{-1}x^{-2},2 1 2 1 -2 -1 -1,open,21_{11},true,ms-v1-0201,,
531,6,yxyxy^{-1}x^{-2},2 1 2 1 -2 -1 -1,open,23_6,true,ms-v1-0202,,
532,7,yxyxy^{-1}x^{-2},2 1 2 1 -2 -1 -1,open,25_{12},true,ms-v1-0203,,
533,1,yxyxyx^{-2},2 1 2 1 2 -1 -1,certified,,false,,ms-train-0225,55
534,2,yxyxyx^{-2},2 1 2 1 2 -1 -1,open,15_6,true,ms-v1-0204,,
535,3,yxyxyx^{-2},2 1 2 1 2 -1 -1,open,17_{12},true,ms-v1-0205,,
536,4,yxyxyx^{-2},2 1 2 1 2 -1 -1,open,19_{11},true,ms-v1-0206,,
537,5,yxyxyx^{-2},2 1 2 1 2 -1 -1,open,21_{10},true,ms-v1-0207,,
538,6,yxyxyx^{-2},2 1 2 1 2 -1 -1,open,23_5,true,ms-v1-0208,,
539,7,yxyxyx^{-2},2 1 2 1 2 -1 -1,open,25_{11},true,ms-v1-0209,,
540,1,yxy^{2}x^{-1}y^{2},2 1 2 2 -1 2 2,certified,,false,,ms-train-0226,21
541,2,yxy^{2}x^{-1}y^{2},2 1 2 2 -1 2 2,uncertified,,false,,,
542,3,yxy^{2}x^{-1}y^{2},2 1 2 2 -1 2 2,uncertified,,false,,,
543,4,yxy^{2}x^{-1}y^{2},2 1 2 2 -1 2 2,open,15_{10},true,ms-v1-0210,,
544,5,yxy^{2}x^{-1}y^{2},2 1 2 2 -1 2 2,open,14_1,true,ms-v1-0211,,
545,6,yxy^{2}x^{-1}y^{2},2 1 2 2 -1 2 2,open,17_{34},true,ms-v1-0212,,
546,7,yxy^{2}x^{-1}y^{2},2 1 2 2 -1 2 2,open,21_{34},true,ms-v1-0213,,
547,1,yxy^{2}x^{-1}y^{-2},2 1 2 2 -1 -2 -2,certified,,false,,ms-train-0227,14
548,2,yxy^{2}x^{-1}y^{-2},2 1 2 2 -1 -2 -2,certified,,false,,ms-train-0228,33
549,3,yxy^{2}x^{-1}y^{-2},2 1 2 2 -1 -2 -2,certified,,false,,ms-train-0229,52
550,4,yxy^{2}x^{-1}y^{-2},2 1 2 2 -1 -2 -2,open,15_{10},true,ms-v1-0214,,
551,5,yxy^{2}x^{-1}y^{-2},2 1 2 2 -1 -2 -2,open,14_1,true,ms-v1-0215,,
552,6,yxy^{2}x^{-1}y^{-2},2 1 2 2 -1 -2 -2,open,17_{34},true,ms-v1-0216,,
553,7,yxy^{2}x^{-1}y^{-2},2 1 2 2 -1 -2 -2,open,15_{14},true,ms-v1-0217,,
554,1,yxyx^{-1}y^{3},2 1 2 -1 2 2 2,certified,,false,,ms-train-0230,32
555,2,yxyx^{-1}y^{3},2 1 2 -1 2 2 2,uncertified,,false,,,
556,3,yxyx^{-1}y^{3},2 1 2 -1 2 2 2,open,13_1,true,ms-v1-0218,,
